articleLink,imageLink,adultScore,isRacyContent,isAdultContent,racyScore,accentColor,dominantColorBackground,dominantColorForeground,isBwImg,clipArtType,lineDrawingType,format,height,width
http://iphonefresh.com/2018/10/12/spacex-satellite-launch-lights-up-sky-social-media.html,https://img.purch.com/w/660/aHR0cDovL3d3dy5zcGFjZS5jb20vaW1hZ2VzL2kvMDAwLzA3OS85MDcvb3JpZ2luYWwvZ2FyY2V0dGktc3BhY2V4LXBsdW1lLWxhLmpwZw==,0.0169080700725317,False,False,0.025653086602687836,345A97,Black,Blue,False,0,0,Jpeg,371,660
http://androidevo.com/2018/10/12/spacex-falcon-9-rocket-carrying-argentinian-satellite-takes.html,https://cdn.fstoppers.com/styles/full/s3/media/2018/10/08/falcon-rocket-spacex-timelapse-launch-trail.jpg,0.0071399156004190445,False,False,0.010892101563513279,0473C7,Black,Black,False,0,0,Jpeg,682,1024
http://androidevo.com/2018/10/12/paul-pogba-reveals-two-areas-of-his-game-he-must-improve.html,https://e3.365dm.com/18/10/768x432/skysports-louis-saha-manchester-united_4439372.jpg,0.011627750471234322,False,False,0.015874328091740608,BF0C2A,Red,Red,False,0,0,Jpeg,432,768
https://spacenews.com/air-force-funding-three-new-rockets-to-compete-with-spacex-but-only-intends-to-buy-launch-services-from-two-providers/,https://spacenews.com/wp-content/uploads/2018/04/Omega_in_Flight-879x485.jpg,0.02643226459622383,False,False,0.024560023099184036,386693,Black,White,False,0,0,Jpeg,485,879
http://content-base.co/2018/10/12/mexico-beach-is-in-ruins-after-hurricane-michael-made/,https://www.41nbc.com/wp-content/uploads/2018/01/fairgrounds.jpg,0.011577721685171127,False,False,0.01316714659333229,8B4139,White,White,False,0,0,Jpeg,1080,1920
http://aviationweek.com/commercializing-space/spacex-loses-out-us-air-force-next-gen-launcher-development,http://aviationweek.com/site-files/aviationweek.com/files/uploads/2018/10/lsaawardspromoblueorigin.jpg,0.012856821529567242,False,False,0.03446858003735542,1E3F77,Blue,Grey,False,0,0,Jpeg,335,595
http://babescapes.gallery/2018/10/12/trey-songz-loses-his-mind-over-alien-looking-spacex/,https://sslh.ulximg.com/image/740x493/cover/1539037487_efc0f74eb79f9b7c6618b850922754f1.jpg/9a9044b5630c8be2b5d51d5554b27a5f/1539037487_966e850cd97ff37f26e20da5a3d28f5f.jpg,0.012716286815702915,False,False,0.022345805540680885,1D1C82,Black,Pink,False,1,0,Jpeg,493,740
https://finance.yahoo.com/news/china-win-ai-superpowers-war-us-just-2-years-ai-expert-182613807.html,https://s.yimg.com/uu/api/res/1.2/OwA.tRQBlS18_pnqVIdTKg--~B/aD0yODkxO3c9MjYzMDtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en/homerun/feed_manager_auto_publish_494/9405b169d9ec6ca73762e260cb21d42c,0.00896543264389038,False,False,0.01587085612118244,1C52AF,White,White,False,0,0,Jpeg,2891,2630
https://arstechnica.com/science/2018/10/on-thursday-a-rocket-failed-three-humans-remain-on-the-iss-whats-next/,https://cdn.arstechnica.net/wp-content/uploads/2018/10/DpPDwOSXcAASry--980x767.jpg,0.042774781584739685,False,False,0.05790846422314644,253763,Black,White,False,0,0,Jpeg,767,980
http://infositehub.com/2018/10/11/astronauts-safe-after-failed-rocket-launch-emergency-bail.html,https://resources.stuff.co.nz/content/dam/images/1/s/6/8/m/a/image.related.StuffLandscapeSixteenByNine.620x350.1s68jf.png/1539251847426.jpg,0.03454364091157913,False,False,0.03236010670661926,C68F05,Teal,Black,False,0,0,Jpeg,348,620
http://yalibnan.com/2018/10/12/space-crew-survives-plunge-to-earth-after-malfunctioning-russian-rocket-fails/,http://yalibnan.com/wp-content/uploads/2018/10/RUSSIAN-Alexei-Ovchinin-and-American-Nick-Hague-e1539292344521.jpg,0.03360392898321152,False,False,0.08437684178352356,444E88,Black,White,False,0,0,Jpeg,445,600
http://fairydetox.org/2018/10/11/iss-crew-in-good-condition-after-failed-space-launch.html,https://s.yimg.com/ny/api/res/1.2/PzwnEuRawkxI7KPr1NKbKA--~A/YXBwaWQ9aGlnaGxhbmRlcjtzbT0xO3c9ODAw/http://media.zenfs.com/en-US/homerun/science.mashable/ee45db48ea6b814d95102a3b47408805,0.03940035030245781,False,False,0.09622626006603241,1B1222,White,Black,False,0,0,Jpeg,450,800
https://www.duluthnewstribune.com/news/world/4512211-american-russian-alive-after-soyuz-rocket-headed-space-station-fails-launch,http://www.inforum.com/sites/default/files/russia-space-2ndld-writethru-0a7b0ca6-cd88-11e8-920f-dd52e1ae4570.jpg,0.027763428166508675,False,False,0.03972430154681206,1D3668,Blue,Black,False,0,0,Jpeg,2066,2000
https://www.msn.com/en-ca/news/canada/soyuz-rocket-failure-a-big-problem-for-international-space-station/ar-BBOfIKp,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/BBOfKYR.img?h=315&w=600&m=6&q=60&o=t&l=f&f=jpg,0.012524636462330818,False,False,0.031061237677931786,AE741D,Black,Black,False,0,0,Jpeg,315,600
http://opticxllyaroused.com/2018/10/11/virgin-galactic-is-weeks-away-from-reaching-space-ceo.html,https://cdni.rt.com/files/2018.10/article/5bbc62fadda4c856458b4611.jpg,0.008979574777185917,False,False,0.017559951171278954,364D6F,Grey,Black,False,0,0,Jpeg,506,900
https://www.theverge.com/2018/10/11/17963872/nasa-international-space-station-soyuz-launch-failure,https://cdn.vox-cdn.com/thumbor/Q67gY8F63PiW-1TdmrvrmtxQFQg=/0x64:900x535/fit-in/1200x630/cdn.vox-cdn.com/assets/2109931/429387main_s130e012141_hi.jpeg,0.009030739776790142,False,False,0.011606221087276936,1C4268,White,Black,False,0,0,Jpeg,471,900
http://astronomy.com/news/2018/10/soyuz-rocket-failure,http://astronomy.com/-/media/Images/News%20and%20Observing/News/2018/10/SoyuzLaunchRocketTrail.jpg?mw=600,0.015106101520359516,False,False,0.028854932636022568,2C3D5F,Grey,Grey,False,1,0,Jpeg,400,600
https://www.msn.com/en-us/news/technology/our-toehold-in-space-is-at-extreme-risk-russias-rocket-failure-leaves-nasa-astronauts-with-no-way-to-get-into-orbit/ar-BBOfuiB,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/BBOfuim.img?h=600&w=799&m=6&q=60&o=f&l=f,0.033174287527799606,False,False,0.037189457565546036,A76924,Grey,Grey,False,0,0,Png,599,799
https://www.aol.com/video/playlist/PL5616/5bbf681e7dde4b1951ad7903/,https://o.aolcdn.com/images/dims?thumbnail=600%2C338&image_uri=http%3A%2F%2Fimg.vidible.tv%2Fprod%2F2018-10%2F11%2F5bbf681e7dde4b1951ad7903%2F5bbf681dfd04b21fee324bc8_o_F_v0.jpg&client=amp-blogside-v2&signature=a5caf8e918ef47c90816ca97648639b16c0282a8,0.024388158693909645,False,False,0.016447721049189568,A1382A,Pink,Pink,False,0,0,Jpeg,338,600
https://ktla.com/2018/10/11/u-s-russian-astronauts-survive-emergency-landing-after-rocket-failure/,https://tribktla.files.wordpress.com/2018/10/gettyimages-1051875140.jpg?quality=85&strip=all&w=1200,0.03187524154782295,False,False,0.022827286273241043,BD8B0E,Black,Black,False,0,0,Jpeg,822,1200
https://en.annahar.com/article/877839-nasa-exploring-flying-space-station-without-crew,https://static2.annahar.com/storage/attachments/878/351013-01-08_317358_large.jpg,0.09477192163467407,False,False,0.07862582057714462,3B4F65,Grey,White,False,0,0,Jpeg,533,800
https://www.washingtonpost.com/lifestyle/kidspost/failed-rocket-causes-emergency-landing-for-astronaut-cosmonaut/2018/10/11/e9c43a90-cd74-11e8-a360-85875bac0b1f_story.html,https://www.washingtonpost.com/resizer/QXxeTi5ccwThLqP57HjI4THoeeg=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/VJXWXPGNN4I6RI3AQWDVXLALD4.jpg,0.03535173833370209,False,False,0.024304237216711044,243A6F,Blue,Grey,False,0,0,Jpeg,928,1484
https://finance.yahoo.com/news/blue-origin-resets-schedule-first-175427572.html,https://s.yimg.com/uu/api/res/1.2/rTPHD_UkMgTWoJ6zxhgZlg--~B/aD0xMDAyO3c9MTI2MDtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en-US/homerun/geekwire_312/d0c7d5d8c585d9b2490c5500eaad8d87,0.021691858768463135,False,False,0.031058955937623978,322D9E,White,White,False,0,0,Jpeg,1002,1260
https://www.aol.com/video/playlist/PL5616/5bbf3e9d367f6d14594b2c53/,https://o.aolcdn.com/images/dims?thumbnail=300%2C169&image_uri=http%3A%2F%2Fimg.vidible.tv%2Fprod%2F2018-10%2F09%2F5bbd19eaa6b48b74184717c0%2F5bbd19eafd04b21fee3242c9_o_F_v0.jpg&client=amp-blogside-v2&signature=6d90f5dc252f99eecc365240e179a2bef551a981,0.025843190029263496,False,False,0.04562092572450638,2257A9,White,White,False,0,0,Jpeg,169,300
http://www.time.com/5421558/us-russian-astronauts-space-station/,https://timedotcom.files.wordpress.com/2018/10/ap18284246812487.jpg?quality=85,0.024988912045955658,False,False,0.06577557325363159,424D89,Black,White,False,0,0,Jpeg,2596,3500
https://www.theyeshivaworld.com/news/general/1603610/us-russian-astronauts-safe-after-failed-launch.html,https://cdn.theyeshivaworld.com/wp-content/uploads/2018/10/AP_18284330820564-Russian-rocket-launch-failure.jpg,0.05386403575539589,False,False,0.12553592026233673,3C568F,Blue,Grey,False,1,0,Jpeg,367,652
https://www.outerplaces.com/science/item/18944-moon-rocks-puzzle-auction,https://www.outerplaces.com/media/k2/items/cache/d469e8de6ede5fd99fefa0596eb9c178_L.jpg,0.04303828254342079,False,False,0.05128055065870285,826949,Black,Grey,False,0,0,Jpeg,402,715
https://wonderfulengineering.com/these-are-the-twitter-accounts-that-are-worth-following-according-to-elon-musk/,https://cdn.wonderfulengineering.com/wp-content/uploads/2018/10/twitter72.jpg,0.01045925635844469,False,False,0.011642828583717346,576774,Grey,Black,False,0,0,Jpeg,487,730
https://www.yahoo.com/news/american-russian-cosmonaut-bound-iss-emergency-landing-rocket-153503713--abc-news-topstories.html,https://s.yimg.com/ny/api/res/1.2/YmxmqS7Z1yo6KNvDclvOfA--~A/YXBwaWQ9aGlnaGxhbmRlcjtzbT0xO3c9ODAwO2lsPXBsYW5l/http://media.zenfs.com/en_us/gma/us.abcnews.go.com/ms10-gty-er-181011_hpMain_16x9_992.jpg,0.008918986655771732,False,False,0.014817868359386921,062B70,Blue,Blue,False,1,0,Jpeg,450,800
https://www.bizjournals.com/denver/news/2018/10/11/united-launch-alliance-air-force-rocket-funding.html,https://media.bizj.us/view/img/5616131/screen-shot-2015-04-15-at-44119-pm*1200xx801-451-0-44.png,0.029773516580462456,False,False,0.02935168333351612,783C3F,Black,Black,False,0,0,Png,451,801
https://www.bizjournals.com/orlando/news/2018/10/11/moon-matters-why-nasa-spacex-and-others-are-aiming.html,https://media.bizj.us/view/img/10794775/bob-richards-shooting-for-the-moon-hi-res*1200xx5616-3159-0-293.jpg,0.016708482056856155,False,False,0.02153298817574978,3F688C,Grey,Black,False,0,0,Jpeg,675,1200
https://www.voanews.com/a/international-students-can-use-us-investor-visa-to-gain-green-card/4609136.html,https://gdb.voanews.com/8AEEE38F-B923-448E-BA1B-42220FB8E198_w250_r1_s.jpg,0.025944991037249565,False,False,0.04377639666199684,925F39,Black,Brown,False,0,0,Jpeg,141,250
http://www.digitaljournal.com/tech-and-science/technology/three-companies-to-develop-rockets-for-national-security-launches/article/534362,http://www.digitaljournal.com/img/8/4/3/0/8/3/i/4/0/1/p-large/DOD-1.JPG,0.019336126744747162,False,False,0.0430649071931839,AB2037,White,White,False,0,0,Jpeg,371,620
https://www.foxnews.com/science/us-russian-astronauts-make-dangerous-ballistic-re-entry-into-earths-atmosphere-after-rocket-fails,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2018/10/640/320/SCI-Astronauts2.jpg?ve=1&tl=1,0.012995102442800999,False,False,0.01917661540210247,3C5286,Blue,Blue,False,2,0,Jpeg,320,640
https://www.washingtonpost.com/entertainment/style-invitational-week-1301-tell-us-a-fib/2018/10/11/be684152-cb0d-11e8-920f-dd52e1ae4570_story.html,https://www.washingtonpost.com/resizer/6iBJHb7q8Tz8IMPeR8dbP3yTi3A=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/34Q2JEWNMAI6RLIKBYA67OR4YE.jpg,0.010461797006428242,False,False,0.013963804580271244,AB6820,White,White,False,0,0,Jpeg,960,1484
https://spacenews.com/leosat-diet/,https://spacenews.com/wp-content/uploads/2018/08/LEOSAT-Constellation.-Photo-credit-Thales-Alenia-Spaceportrait-format-879x485.jpg,0.011686543002724648,False,False,0.02583269774913788,877644,Black,Black,False,0,0,Jpeg,485,879
